,ACC,ACC0,Acc1,ACC2,ECG,EMG,EDA,resp,temp,label
942,"[0.7245999574661255, 0.034600019454956055, -0.5997999906539917]",0.7245999574661255,0.034600019454956055,-0.5997999906539917,[-0.0114898681640625],[-0.0081024169921875],[2.93731689453125],[-2.557373046875],[34.35968017578125],2
943,"[0.7165999412536621, 0.03939998149871826, -0.5942000150680542]",0.7165999412536621,0.03939998149871826,-0.5942000150680542,[1.4907989501953125],[-0.0377655029296875],[2.94952392578125],[2.05535888671875],[34.307708740234375],2
944,"[0.7655999660491943, 0.26020002365112305, 0.2898000478744507]",0.7655999660491943,0.26020002365112305,0.2898000478744507,[0.0321807861328125],[-0.0232086181640625],[3.028106689453125],[5.23529052734375],[34.13214111328125],2
945,"[0.6942000389099121, 0.009999990463256836, -0.6362000107765198]",0.6942000389099121,0.009999990463256836,-0.6362000107765198,[0.0889434814453125],[-0.0145111083984375],[2.866363525390625],[-1.1810302734375],[33.944854736328125],1
946,"[0.711400032043457, -0.015200018882751465, -0.6100000143051147]",0.711400032043457,-0.015200018882751465,-0.6100000143051147,[0.0026092529296875],[-0.00933837890625],[2.799224853515625],[0.1007080078125],[33.6685791015625],1
947,"[0.7075999975204468, -0.01940000057220459, -0.6146000027656555]",0.7075999975204468,-0.01940000057220459,-0.6146000027656555,[0.1515655517578125],[-0.0005035400390625],[2.8141021728515625],[3.16925048828125],[33.638275146484375],1
948,"[0.7134000062942505, -0.016200006008148193, -0.6158000230789185]",0.7134000062942505,-0.016200006008148193,-0.6158000230789185,[1.49908447265625],[-0.0113983154296875],[2.7935028076171875],[-0.93231201171875],[33.779266357421875],1
949,"[0.6931999921798706, -0.0012000203132629395, -0.6374000310897827]",0.6931999921798706,-0.0012000203132629395,-0.6374000310897827,[-0.0363006591796875],[-0.0043487548828125],[2.8057098388671875],[-3.45306396484375],[33.829376220703125],1
950,"[0.8580000400543213, -0.0054000020027160645, -0.40560001134872437]",0.8580000400543213,-0.0054000020027160645,-0.40560001134872437,[0.0104827880859375],[-0.0005035400390625],[3.0307769775390625],[-7.71331787109375],[33.963104248046875],2
951,"[0.757599949836731, 0.08920001983642578, -0.5821999907493591]",0.757599949836731,0.08920001983642578,-0.5821999907493591,[0.0647735595703125],[-0.01885986328125],[2.92816162109375],[-0.579833984375],[34.234375],2
952,"[0.860200047492981, -0.01380002498626709, -0.34759998321533203]",0.860200047492981,-0.01380002498626709,-0.34759998321533203,[-0.9065093994140625],[0.00897216796875],[2.9956817626953125],[-3.69415283203125],[33.9935302734375],2
953,"[0.7217999696731567, -0.0037999749183654785, -0.5981999635696411]",0.7217999696731567,-0.0037999749183654785,-0.5981999635696411,[-0.0343780517578125],[0.004486083984375],[2.811431884765625],[2.655029296875],[33.638275146484375],1
954,"[0.6893999576568604, -0.0034000277519226074, -0.6540000438690186]",0.6893999576568604,-0.0034000277519226074,-0.6540000438690186,[0.1188812255859375],[-0.008514404296875],[2.7797698974609375],[-0.7080078125],[33.432586669921875],1
955,"[0.8214000463485718, 0.10800004005432129, -0.26340001821517944]",0.8214000463485718,0.10800004005432129,-0.26340001821517944,[-0.2065887451171875],[-0.09063720703125],[2.98004150390625],[-1.13525390625],[34.100128173828125],2
956,"[0.6862000226974487, 0.05180001258850098, -0.6295999884605408]",0.6862000226974487,0.05180001258850098,-0.6295999884605408,[-0.0352935791015625],[-0.0122222900390625],[2.84576416015625],[-1.42059326171875],[33.7413330078125],1
957,"[0.8578000068664551, 0.10300004482269287, -0.19499999284744263]",0.8578000068664551,0.10300004482269287,-0.19499999284744263,[0.0687103271484375],[0.0016937255859375],[2.9857635498046875],[-1.85699462890625],[34.10321044921875],2
958,"[0.7086000442504883, -0.013000011444091797, -0.6302000284194946]",0.7086000442504883,-0.013000011444091797,-0.6302000284194946,[-0.1863555908203125],[0.0075531005859375],[2.791595458984375],[-1.71661376953125],[33.78076171875],1
959,"[0.7733999490737915, 0.07659995555877686, -0.5410000085830688]",0.7733999490737915,0.07659995555877686,-0.5410000085830688,[0.3558197021484375],[-0.0031585693359375],[2.9247283935546875],[-2.36358642578125],[34.2191162109375],2
960,"[0.8930000066757202, 0.02180004119873047, -0.19260001182556152]",0.8930000066757202,0.02180004119873047,-0.19260001182556152,[-0.002838134765625],[0.0082855224609375],[2.0633697509765625],[-0.86517333984375],[33.738311767578125],1
961,"[0.6574000120162964, 0.003399968147277832, 0.6674000024795532]",0.6574000120162964,0.003399968147277832,0.6674000024795532,[-0.0610198974609375],[-0.0025177001953125],[1.8138885498046875],[-1.12457275390625],[33.574676513671875],1
962,"[0.9002000093460083, 0.009400010108947754, -0.17180001735687256]",0.9002000093460083,0.009400010108947754,-0.17180001735687256,[0.0443572998046875],[-0.00347900390625],[1.526641845703125],[-2.252197265625],[33.711029052734375],1
963,"[0.8522000312805176, 0.04700005054473877, 0.33980000019073486]",0.8522000312805176,0.04700005054473877,0.33980000019073486,[-0.0200042724609375],[0.0146026611328125],[3.5572052001953125],[-6.378173828125],[34.60943603515625],2
964,"[0.8805999755859375, 0.10060000419616699, -0.04500001668930054]",0.8805999755859375,0.10060000419616699,-0.04500001668930054,[-0.314117431640625],[-0.0215606689453125],[3.2619476318359375],[-5.72052001953125],[34.054443359375],2
965,"[0.9065999984741211, 0.0997999906539917, -0.017400026321411133]",0.9065999984741211,0.0997999906539917,-0.017400026321411133,[-0.069122314453125],[-0.000640869140625],[3.427886962890625],[-7.80792236328125],[34.41937255859375],2
966,"[0.8350000381469727, 0.014199972152709961, -0.38679999113082886]",0.8350000381469727,0.014199972152709961,-0.38679999113082886,[-0.223846435546875],[-0.0131378173828125],[3.4854888916015625],[0.152587890625],[34.512786865234375],2
967,"[0.8902000188827515, 0.01380002498626709, -0.25520002841949463]",0.8902000188827515,0.01380002498626709,-0.25520002841949463,[-0.0901336669921875],[0.004486083984375],[3.4610748291015625],[6.805419921875],[34.53118896484375],2
968,"[0.6474000215530396, 0.10380005836486816, 0.6698000431060791]",0.6474000215530396,0.10380005836486816,0.6698000431060791,[-0.0027923583984375],[-0.0047149658203125],[1.8573760986328125],[-0.238037109375],[33.107025146484375],1
969,"[0.8919999599456787, -0.00019997358322143555, -0.2077999711036682]",0.8919999599456787,-0.00019997358322143555,-0.2077999711036682,[-0.00311279296875],[-0.0266876220703125],[1.7101287841796875],[3.08837890625],[33.720123291015625],1
970,"[0.649399995803833, 0.10220003128051758, 0.6601999998092651]",0.649399995803833,0.10220003128051758,0.6601999998092651,[-0.0871124267578125],[0.0041656494140625],[1.85699462890625],[-2.29644775390625],[33.14312744140625],1
971,"[0.8974000215530396, -0.016200006008148193, -0.24220001697540283]",0.8974000215530396,-0.016200006008148193,-0.24220001697540283,[-0.0630340576171875],[-0.0204620361328125],[1.6391754150390625],[-15.44036865234375],[33.686737060546875],1
972,"[0.8481999635696411, 0.17719995975494385, -0.18059998750686646]",0.8481999635696411,0.17719995975494385,-0.18059998750686646,[-0.3104095458984375],[-0.0227508544921875],[3.3355712890625],[-9.08660888671875],[34.298553466796875],2
973,"[0.6973999738693237, 0.08800005912780762, 0.5997999906539917]",0.6973999738693237,0.08800005912780762,0.5997999906539917,[0.0057220458984375],[-0.0070953369140625],[1.889801025390625],[-0.19378662109375],[33.1898193359375],1
974,"[0.8589999675750732, 0.1809999942779541, 0.10739994049072266]",0.8589999675750732,0.1809999942779541,0.10739994049072266,[-0.1579742431640625],[0.0025177001953125],[3.4114837646484375],[-7.17620849609375],[34.39947509765625],2
975,"[0.875, -0.0067999958992004395, -0.3222000002861023]",0.875,-0.0067999958992004395,-0.3222000002861023,[-0.1202545166015625],[-0.0038909912109375],[3.44390869140625],[2.36358642578125],[34.53118896484375],2
976,"[0.9018000364303589, 0.13740003108978271, 0.11020004749298096]",0.9018000364303589,0.13740003108978271,0.11020004749298096,[-0.0597381591796875],[-0.0114898681640625],[3.2970428466796875],[-12.40234375],[34.185546875],2
977,"[0.9002000093460083, 0.01100003719329834, -0.13899999856948853]",0.9002000093460083,0.01100003719329834,-0.13899999856948853,[-0.00311279296875],[0.0065460205078125],[2.022552490234375],[9.58404541015625],[33.779266357421875],1
978,"[0.6826000213623047, 0.001799941062927246, 0.6455999612808228]",0.6826000213623047,0.001799941062927246,0.6455999612808228,[-0.0080108642578125],[-0.0013275146484375],[1.840972900390625],[0.21820068359375],[33.352569580078125],1
979,"[0.8145999908447266, 0.02540004253387451, -0.43379998207092285]",0.8145999908447266,0.02540004253387451,-0.43379998207092285,[-0.0157012939453125],[-0.0013275146484375],[3.4900665283203125],[-0.08087158203125],[34.55572509765625],2
980,"[0.8450000286102295, 0.04219996929168701, 0.2924000024795532]",0.8450000286102295,0.04219996929168701,0.2924000024795532,[-0.06866455078125],[-0.0018768310546875],[3.5617828369140625],[-0.11138916015625],[34.624786376953125],2
981,"[0.8481999635696411, 0.037400007247924805, 0.3306000232696533]",0.8481999635696411,0.037400007247924805,0.3306000232696533,[0.0777740478515625],[-0.0072784423828125],[3.5633087158203125],[-0.67596435546875],[34.612518310546875],2
982,"[0.8938000202178955, 0.013399958610534668, -0.19819998741149902]",0.8938000202178955,0.013399958610534668,-0.19819998741149902,[-0.1026763916015625],[-0.002197265625],[1.4690399169921875],[2.79083251953125],[33.567138671875],1
983,"[0.9127999544143677, 0.05579996109008789, 0.14699995517730713]",0.9127999544143677,0.05579996109008789,0.14699995517730713,[-0.0216522216796875],[0.0004119873046875],[3.4900665283203125],[6.781005859375],[34.558807373046875],2
984,"[0.9005999565124512, 0.06379997730255127, -0.14800000190734863]",0.9005999565124512,0.06379997730255127,-0.14800000190734863,[-0.0464630126953125],[-0.0024261474609375],[1.6277313232421875],[1.739501953125],[33.720123291015625],1
985,"[0.9048000574111938, 0.037600040435791016, -0.1881999969482422]",0.9048000574111938,0.037600040435791016,-0.1881999969482422,[-0.0502166748046875],[-0.00018310546875],[1.4476776123046875],[2.667236328125],[33.5565185546875],1
986,"[0.9306000471115112, 0.14419996738433838, -0.1305999755859375]",0.9306000471115112,0.14419996738433838,-0.1305999755859375,[0.01849365234375],[0.0442657470703125],[3.4877777099609375],[28.58123779296875],[34.39947509765625],2
987,"[0.9190000295639038, 0.051599979400634766, 0.09679996967315674]",0.9190000295639038,0.051599979400634766,0.09679996967315674,[-0.026824951171875],[0.0010528564453125],[3.5243988037109375],[-0.89263916015625],[34.560333251953125],2
988,"[0.8905999660491943, 0.02499997615814209, -0.20660001039505005]",0.8905999660491943,0.02499997615814209,-0.20660001039505005,[-0.0438079833984375],[-0.0028839111328125],[1.7345428466796875],[0.73394775390625],[33.726165771484375],1
989,"[0.9198000431060791, 0.04400002956390381, 0.14020001888275146]",0.9198000431060791,0.04400002956390381,0.14020001888275146,[-0.2552947998046875],[0.0113067626953125],[3.4984588623046875],[-0.11138916015625],[34.46221923828125],2
990,"[0.6951999664306641, 0.09580004215240479, 0.5994000434875488]",0.6951999664306641,0.09580004215240479,0.5994000434875488,[0.0080108642578125],[0.001373291015625],[1.8829345703125],[-0.24566650390625],[33.186798095703125],1
991,"[0.8926000595092773, 0.04920005798339844, -0.19859999418258667]",0.8926000595092773,0.04920005798339844,-0.19859999418258667,[0.011260986328125],[0.00604248046875],[1.932525634765625],[-3.045654296875],[33.6685791015625],1
992,"[0.8938000202178955, 0.03579998016357422, -0.19260001182556152]",0.8938000202178955,0.03579998016357422,-0.19260001182556152,[-0.01483154296875],[0.04119873046875],[1.7925262451171875],[0.49591064453125],[33.738311767578125],1
993,"[0.8938000202178955, 0.14419996738433838, 0.10860002040863037]",0.8938000202178955,0.14419996738433838,0.10860002040863037,[0.1020355224609375],[-0.0128631591796875],[3.3153533935546875],[-3.1829833984375],[34.2557373046875],2
994,"[0.8933999538421631, 0.014199972152709961, 0.016199946403503418]",0.8933999538421631,0.014199972152709961,0.016199946403503418,[0.0229339599609375],[0.0029754638671875],[3.5282135009765625],[11.92779541015625],[34.5465087890625],2
995,"[0.6909999847412109, 0.09959995746612549, 0.5986000299453735]",0.6909999847412109,0.09959995746612549,0.5986000299453735,[-0.0607452392578125],[0.0026092529296875],[1.8756866455078125],[1.4251708984375],[33.1461181640625],1
996,"[0.8830000162124634, 0.14499998092651367, 0.03540003299713135]",0.8830000162124634,0.14499998092651367,0.03540003299713135,[1.44012451171875],[-0.0270538330078125],[3.3355712890625],[3.91387939453125],[34.24658203125],2
997,"[0.6787999868392944, 0.09839999675750732, 0.5781999826431274]",0.6787999868392944,0.09839999675750732,0.5781999826431274,[0.0174407958984375],[-0.0032501220703125],[1.8680572509765625],[5.77239990234375],[33.155181884765625],1
998,"[0.9085999727249146, 0.24580001831054688, 0.15299999713897705]",0.9085999727249146,0.24580001831054688,0.15299999713897705,[0.11883544921875],[-0.0253143310546875],[3.2909393310546875],[5.499267578125],[34.188568115234375],2
999,"[0.8869999647140503, 0.15460002422332764, 0.03299999237060547]",0.8869999647140503,0.15460002422332764,0.03299999237060547,[-0.0029754638671875],[-0.0022430419921875],[3.3626556396484375],[0.19683837890625],[34.286285400390625],2
1000,"[0.8890000581741333, 0.04680001735687256, -0.21380001306533813]",0.8890000581741333,0.04680001735687256,-0.21380001306533813,[1.4797210693359375],[-0.06097412109375],[2.1427154541015625],[-5.42449951171875],[33.81719970703125],1
1001,"[0.8675999641418457, -0.00019997358322143555, -0.32179999351501465]",0.8675999641418457,-0.00019997358322143555,-0.32179999351501465,[0.0079193115234375],[-0.0002288818359375],[3.4351348876953125],[-1.434326171875],[34.515869140625],2
1002,"[0.8098000288009644, 0.14859998226165771, -0.33399999141693115]",0.8098000288009644,0.14859998226165771,-0.33399999141693115,[-0.0389556884765625],[0.0224761962890625],[3.41644287109375],[-13.60321044921875],[34.35205078125],2
1003,"[0.8952000141143799, -0.025399982929229736, -0.22939997911453247]",0.8952000141143799,-0.025399982929229736,-0.22939997911453247,[0.1197967529296875],[-0.0395965576171875],[1.5499114990234375],[-4.47845458984375],[33.71405029296875],1
1004,"[0.9242000579833984, 0.10880005359649658, 0.1677999496459961]",0.9242000579833984,0.10880005359649658,0.1677999496459961,[0.02947998046875],[0.01556396484375],[3.37066650390625],[-7.440185546875],[34.413238525390625],2
1005,"[0.8938000202178955, 0.02740001678466797, -0.18639999628067017]",0.8938000202178955,0.02740001678466797,-0.18639999628067017,[-0.1719818115234375],[-0.00531005859375],[2.046966552734375],[0.51116943359375],[33.754974365234375],1
1006,"[0.9091999530792236, 0.15779995918273926, 0.10660004615783691]",0.9091999530792236,0.15779995918273926,0.10660004615783691,[0.01995849609375],[-0.0112152099609375],[3.375244140625],[-1.88446044921875],[34.40252685546875],2
1007,"[0.6469999551773071, 0.09780001640319824, 0.6571999788284302]",0.6469999551773071,0.09780001640319824,0.6571999788284302,[-0.01080322265625],[-0.001190185546875],[1.8459320068359375],[1.96380615234375],[33.125091552734375],1
1008,"[0.8830000162124634, 0.08700001239776611, -0.22460001707077026]",0.8830000162124634,0.08700001239776611,-0.22460001707077026,[0.0846405029296875],[-0.0071868896484375],[2.00347900390625],[-3.97186279296875],[33.786865234375],1
1009,"[0.8860000371932983, 0.09360003471374512, 0.07579994201660156]",0.8860000371932983,0.09360003471374512,0.07579994201660156,[-0.2073211669921875],[-0.0033416748046875],[3.417205810546875],[-3.77655029296875],[34.46221923828125],2
1010,"[0.8966000080108643, 0.0690000057220459, -0.149399995803833]",0.8966000080108643,0.0690000057220459,-0.149399995803833,[-0.1202545166015625],[0.0200042724609375],[1.6895294189453125],[0.22430419921875],[33.70648193359375],1
1011,"[0.875, 0.18499994277954102, -0.0974000096321106]",0.875,0.18499994277954102,-0.0974000096321106,[0.0221099853515625],[0.0112152099609375],[3.357696533203125],[-4.38079833984375],[34.27716064453125],2
1012,"[0.8941999673843384, 0.04739999771118164, -0.21979999542236328]",0.8941999673843384,0.04739999771118164,-0.21979999542236328,[-0.0272369384765625],[0.00531005859375],[2.120208740234375],[-3.34320068359375],[33.82330322265625],1
1013,"[0.884600043296814, 0.1690000295639038, -0.13520002365112305]",0.884600043296814,0.1690000295639038,-0.13520002365112305,[0.12030029296875],[-0.01885986328125],[3.3237457275390625],[6.573486328125],[34.286285400390625],2
1014,"[0.8890000581741333, 0.1677999496459961, 0.02760004997253418]",0.8890000581741333,0.1677999496459961,0.02760004997253418,[-0.0135955810546875],[-0.0074615478515625],[3.357696533203125],[0.16326904296875],[34.34747314453125],2
1015,"[0.8822000026702881, 0.00020003318786621094, -0.2688000202178955]",0.8822000026702881,0.00020003318786621094,-0.2688000202178955,[-0.1256561279296875],[0.024810791015625],[1.5872955322265625],[3.35845947265625],[33.720123291015625],1
1016,"[0.864799976348877, 0.3004000186920166, 0.01660001277923584]",0.864799976348877,0.3004000186920166,0.01660001277923584,[-0.2680206298828125],[-0.0122222900390625],[1.567840576171875],[-1.27105712890625],[33.686737060546875],1
1017,"[0.7137999534606934, 0.0504000186920166, 0.5937999486923218]",0.7137999534606934,0.0504000186920166,0.5937999486923218,[-0.0330047607421875],[-0.0218353271484375],[1.82647705078125],[0.64239501953125],[33.066436767578125],1
1018,"[0.8969999551773071, 0.03600001335144043, -0.17760002613067627]",0.8969999551773071,0.03600001335144043,-0.17760002613067627,[0.0137786865234375],[-0.005035400390625],[1.430511474609375],[-3.143310546875],[33.53839111328125],1
1019,"[0.840999960899353, 0.017199993133544922, -0.3644000291824341]",0.840999960899353,0.017199993133544922,-0.3644000291824341,[-0.221649169921875],[0.0079193115234375],[3.4809112548828125],[-0.445556640625],[34.51739501953125],2
1020,"[0.9005999565124512, 0.04900002479553223, -0.21319997310638428]",0.9005999565124512,0.04900002479553223,-0.21319997310638428,[0.044952392578125],[0.0066375732421875],[1.9329071044921875],[-0.10833740234375],[33.70343017578125],1
1021,"[0.853600025177002, 0.17219996452331543, -0.305400013923645]",0.853600025177002,0.17219996452331543,-0.305400013923645,[0.0378570556640625],[-0.0059967041015625],[3.3233642578125],[3.51104736328125],[34.14434814453125],2
1022,"[0.8681999444961548, 0.037600040435791016, 0.3245999813079834]",0.8681999444961548,0.037600040435791016,0.3245999813079834,[-0.2210540771484375],[0.0209197998046875],[3.5442352294921875],[-8.56170654296875],[34.604827880859375],2
1023,"[0.8802000284194946, 0.16579997539520264, 0.17579996585845947]",0.8802000284194946,0.16579997539520264,0.17579996585845947,[0.1271209716796875],[-0.00860595703125],[3.372955322265625],[-8.12530517578125],[34.4010009765625],2
1024,"[0.8935999870300293, 0.15139997005462646, 0.05859994888305664]",0.8935999870300293,0.15139997005462646,0.05859994888305664,[0.0600128173828125],[-0.0300750732421875],[3.3954620361328125],[-12.82196044921875],[34.368865966796875],2
1025,"[0.8974000215530396, 0.03139996528625488, -0.20139998197555542]",0.8974000215530396,0.03139996528625488,-0.20139998197555542,[-0.0312652587890625],[0.0339202880859375],[2.0610809326171875],[-2.32391357421875],[33.726165771484375],1
1026,"[0.9138000011444092, 0.04900002479553223, -0.053600013256073]",0.9138000011444092,0.04900002479553223,-0.053600013256073,[-0.3088531494140625],[0.0019683837890625],[2.1205902099609375],[1.52130126953125],[33.84454345703125],1
1027,"[0.8933999538421631, 0.02180004119873047, -0.20520001649856567]",0.8933999538421631,0.02180004119873047,-0.20520001649856567,[0.01025390625],[0.0053558349609375],[1.731109619140625],[-3.5064697265625],[33.738311767578125],1
1028,"[0.8847999572753906, 0.0737999677658081, -0.20399999618530273]",0.8847999572753906,0.0737999677658081,-0.20399999618530273,[-0.34698486328125],[0.0058135986328125],[2.1389007568359375],[1.25274658203125],[33.83697509765625],1
1029,"[0.6778000593185425, -0.017400026321411133, 0.6505999565124512]",0.6778000593185425,-0.017400026321411133,0.6505999565124512,[-0.00347900390625],[0.00750732421875],[1.8341064453125],[6.19659423828125],[33.2696533203125],1
1030,"[0.840399980545044, 0.05219995975494385, 0.39619994163513184]",0.840399980545044,0.05219995975494385,0.39619994163513184,[-0.255523681640625],[0.0037078857421875],[3.5297393798828125],[7.35931396484375],[34.572601318359375],2
1031,"[0.8888000249862671, 0.19060003757476807, -0.08139997720718384]",0.8888000249862671,0.19060003757476807,-0.08139997720718384,[-0.04742431640625],[-0.005950927734375],[3.374481201171875],[-6.85272216796875],[34.370391845703125],2
1032,"[0.9085999727249146, 0.03699994087219238, 0.10920000076293945]",0.9085999727249146,0.03699994087219238,0.10920000076293945,[0.0947113037109375],[0.0063629150390625],[3.5259246826171875],[-8.20465087890625],[34.571075439453125],2
1033,"[0.649399995803833, 0.023200035095214844, 0.659000039100647]",0.649399995803833,0.023200035095214844,0.659000039100647,[-0.0224761962890625],[0.0050811767578125],[1.8375396728515625],[8.5296630859375],[33.08447265625],1
1034,"[0.7266000509262085, 0.08739995956420898, 0.5745999813079834]",0.7266000509262085,0.08739995956420898,0.5745999813079834,[0.064727783203125],[0.0002288818359375],[1.8642425537109375],[-12.29400634765625],[33.15216064453125],1
1035,"[0.8314000368118286, 0.15820002555847168, -0.3521999716758728]",0.8314000368118286,0.15820002555847168,-0.3521999716758728,[0.015335083007812498],[-0.0260467529296875],[3.3008575439453125],[-7.19146728515625],[34.123016357421875],2
1036,"[0.8910000324249268, 0.07579994201660156, -0.1647999882698059]",0.8910000324249268,0.07579994201660156,-0.1647999882698059,[0.0872039794921875],[-0.0037078857421875],[1.89361572265625],[3.45611572265625],[33.42352294921875],1
1037,"[0.9021999835968018, 0.03799998760223389, 0.09619998931884766]",0.9021999835968018,0.03799998760223389,0.09619998931884766,[-0.104736328125],[-0.00457763671875],[3.510284423828125],[-4.7210693359375],[34.586395263671875],2
1038,"[0.8877999782562256, -0.0153999924659729, -0.23259997367858887]",0.8877999782562256,-0.0153999924659729,-0.23259997367858887,[0.0108489990234375],[-0.0371246337890625],[1.56402587890625],[3.3355712890625],[33.729217529296875],1
1039,"[0.8370000123977661, 0.026200056076049805, -0.39420002698898315]",0.8370000123977661,0.026200056076049805,-0.39420002698898315,[0.0291595458984375],[0.0044403076171875],[3.4881591796875],[-3.58428955078125],[34.55267333984375],2
1040,"[0.906999945640564, 0.037799954414367676, -0.058399975299835205]",0.906999945640564,0.037799954414367676,-0.058399975299835205,[-0.05694580078125],[0.0045318603515625],[0.968170166015625],[-3.62396240234375],[33.88861083984375],1
1041,"[0.9049999713897705, 0.016199946403503418, -0.1340000033378601]",0.9049999713897705,0.016199946403503418,-0.1340000033378601,[-0.150238037109375],[0.0017852783203125],[0.9609222412109375],[-0.74310302734375],[33.786865234375],1
1042,"[0.9191999435424805, -0.0690000057220459, -0.00279998779296875]",0.9191999435424805,-0.0690000057220459,-0.00279998779296875,[0.0768585205078125],[-0.0129547119140625],[1.03302001953125],[-1.34124755859375],[34.037689208984375],1
1043,"[0.9198000431060791, 0.031800031661987305, -0.19539999961853027]",0.9198000431060791,0.031800031661987305,-0.19539999961853027,[-0.297821044921875],[-0.00421142578125],[2.98614501953125],[-3.75213623046875],[34.217559814453125],2
1044,"[0.902400016784668, -0.008199989795684814, -0.11100000143051147]",0.902400016784668,-0.008199989795684814,-0.11100000143051147,[-0.310546875],[-0.0194549560546875],[4.0035247802734375],[-1.8096923828125],[34.3031005859375],2
1045,"[0.9010000228881836, 0.01100003719329834, -0.0974000096321106]",0.9010000228881836,0.01100003719329834,-0.0974000096321106,[0.0203704833984375],[0.0018310546875],[4.59442138671875],[-3.057861328125],[34.196197509765625],2
1046,"[0.9074000120162964, 0.029399991035461426, -0.18980002403259277]",0.9074000120162964,0.029399991035461426,-0.18980002403259277,[0.0684356689453125],[0.0099334716796875],[3.0246734619140625],[-1.64947509765625],[34.315338134765625],2
1047,"[0.8569999933242798, 0.02499997615814209, -0.14259999990463257]",0.8569999933242798,0.02499997615814209,-0.14259999990463257,[0.0635833740234375],[0.01007080078125],[2.66876220703125],[-3.59344482421875],[34.023956298828125],2
1048,"[0.9143999814987183, 0.014199972152709961, -0.06720000505447388]",0.9143999814987183,0.014199972152709961,-0.06720000505447388,[0.0170745849609375],[0.0027923583984375],[0.9830474853515625],[-2.25067138671875],[33.996551513671875],1
1049,"[0.9146000146865845, 0.002200007438659668, -0.019800007343292236]",0.9146000146865845,0.002200007438659668,-0.019800007343292236,[0.1494598388671875],[0.0079193115234375],[0.970458984375],[-0.5462646484375],[34.00567626953125],1
1050,"[0.9127999544143677, -0.17900002002716064, -0.12779998779296875]",0.9127999544143677,-0.17900002002716064,-0.12779998779296875,[0.0587310791015625],[0.0061798095703125],[0.9418487548828125],[9.70001220703125],[33.614044189453125],1
1051,"[0.9101999998092651, -0.004800021648406982, -0.016200006008148193]",0.9101999998092651,-0.004800021648406982,-0.016200006008148193,[0.0129547119140625],[-0.00146484375],[0.9578704833984375],[-1.89208984375],[34.002655029296875],1
1052,"[0.9007999897003174, 0.003800034523010254, -0.14859998226165771]",0.9007999897003174,0.003800034523010254,-0.14859998226165771,[0.1099090576171875],[-0.00421142578125],[4.706573486328125],[-1.17645263671875],[34.118438720703125],2
1053,"[0.8952000141143799, -0.07380002737045288, -0.22140002250671387]",0.8952000141143799,-0.07380002737045288,-0.22140002250671387,[-0.1035003662109375],[-0.0059051513671875],[1.0074615478515625],[-2.03857421875],[33.782318115234375],1
1054,"[0.863800048828125, -0.07419997453689575, -0.18459999561309814]",0.863800048828125,-0.07419997453689575,-0.18459999561309814,[0.0839080810546875],[-0.010894775390625],[2.9205322265625],[-4.2327880859375],[34.2786865234375],2
1055,"[0.9077999591827393, -0.019999980926513672, -0.12419998645782471]",0.9077999591827393,-0.019999980926513672,-0.12419998645782471,[-0.1743621826171875],[-0.001373291015625],[3.678131103515625],[-3.12652587890625],[34.298553466796875],2
1056,"[0.9242000579833984, -0.026000022888183594, -0.11900001764297485]",0.9242000579833984,-0.026000022888183594,-0.11900001764297485,[-0.4220123291015625],[-0.00860595703125],[4.8809051513671875],[-1.31072998046875],[34.078826904296875],2
1057,"[0.895799994468689, 0.012599945068359375, -0.21139997243881226]",0.895799994468689,0.012599945068359375,-0.21139997243881226,[-0.059417724609375],[0.0058135986328125],[0.963592529296875],[-4.925537109375],[33.505126953125],1
1058,"[0.9054000377655029, 0.018200039863586426, -0.15060001611709595]",0.9054000377655029,0.018200039863586426,-0.15060001611709595,[-0.2248077392578125],[-0.0142364501953125],[0.9857177734375],[-5.33905029296875],[33.8262939453125],1
1059,"[0.9084000587463379, -0.036199986934661865, -0.13020002841949463]",0.9084000587463379,-0.036199986934661865,-0.13020002841949463,[1.4991302490234375],[-0.0109405517578125],[3.19671630859375],[-3.75518798828125],[34.315338134765625],2
1060,"[0.9242000579833984, -0.027000010013580322, -0.10680001974105835]",0.9242000579833984,-0.027000010013580322,-0.10680001974105835,[0.39642333984375],[0.015518188476562498],[3.1696319580078125],[-3.92303466796875],[34.234375],2
1061,"[0.934999942779541, -0.017400026321411133, -0.18159997463226318]",0.934999942779541,-0.017400026321411133,-0.18159997463226318,[-0.3007049560546875],[0.0069122314453125],[3.2703399658203125],[-3.85589599609375],[34.31231689453125],2
1062,"[0.9085999727249146, -0.03600001335144043, -0.06459999084472656]",0.9085999727249146,-0.03600001335144043,-0.06459999084472656,[-0.1887359619140625],[0.003021240234375],[0.965118408203125],[2.15301513671875],[33.923553466796875],1
1063,"[0.895799994468689, -0.013400018215179443, -0.16699999570846558]",0.895799994468689,-0.013400018215179443,-0.16699999570846558,[0.1204376220703125],[0.0010528564453125],[4.070281982421875],[0.09918212890625],[34.24658203125],2
1064,"[0.9063999652862549, 0.029600024223327637, -0.10180002450942993]",0.9063999652862549,0.029600024223327637,-0.10180002450942993,[-0.3066558837890625],[-0.0032501220703125],[0.9979248046875],[4.21905517578125],[33.87646484375],1
1065,"[0.8990000486373901, 0.034999966621398926, -0.14520001411437988]",0.8990000486373901,0.034999966621398926,-0.14520001411437988,[-0.037078857421875],[0.0091552734375],[0.9792327880859375],[-3.31268310546875],[33.777740478515625],1
